1|1|PALAVRA do SENHOR, que veio a Miquéias, morastita, nos dias de Jotão, Acaz e Ezequias, reis de Judá, a qual ele viu sobre Samaria e Jerusalém. |
1|2|Ouvi, todos os povos, presta atenção, ó terra, e tudo o que nela há; e seja o Senhor DEUS testemunha contra vós, o Senhor, desde o seu santo templo. |
1|3|Porque eis que o SENHOR está para sair do seu lugar, e descerá, e andará sobre as alturas da terra. |
1|4|E os montes debaixo dele se derreterão, e os vales se fenderão, como a cera diante do fogo, como as águas que se precipitam num abismo. |
1|5|Tudo isto por causa da transgressão de Jacó, e dos pecados da casa de Israel. Qual é a transgressão de Jacó? Não é Samaria? E quais os altos de Judá? Não é Jerusalém? |
1|6|Por isso farei de Samaria um montão de pedras do campo, uma terra de plantar vinhas, e farei rolar as suas pedras no vale, e descobrirei os seus fundamentos. |
1|7|E todas as suas imagens de escultura serão despedaçadas, e todas as suas ofertas serão queimadas pelo fogo, e de todos os seus ídolos eu farei uma assolação; porque pela paga de prostituta os ajuntou, e para a paga de prostituta voltarão. |
1|8|Por isso lamentarei, e gemerei, andarei despojado e nu; farei lamentação como de chacais, e pranto como de avestruzes. |
1|9|Porque a sua chaga é incurável, porque chegou até Judá; estendeu-se até à porta do meu povo, até Jerusalém. |
1|10|Não o anuncieis em Gate, nem choreis muito; revolve-te no pó, na casa de Afra. |
1|11|Passa, ó moradora de Safir, em vergonhosa nudez; a moradora de Zaanã não saiu; o pranto de Bete-Ezel tirará de vós a sua posição. |
1|12|Porque a moradora de Marote sofre pelo bem; porque desceu do SENHOR o mal até à porta de Jerusalém. |
1|13|Ata os animais ligeiros ao carro, ó moradora de Laquis; esta foi o princípio do pecado para a filha de Sião, porque em ti se acharam as transgressões de Israel. |
1|14|Por isso darás presentes a Moresete-Gate; as casas de Aczibe se tornarão em engano para os reis de Israel. |
1|15|Ainda trarei a ti, ó moradora de Maressa, aquele que te possuirá; chegará até Adulão a glória de Israel. |
1|16|Faze-te calva, e tosquia-te, por causa dos filhos das tuas delícias; alarga a tua calva como a águia, porque de ti foram levados cativos. |
2|1|AI daqueles que nas suas camas intentam a iniqüidade, e maquinam o mal; à luz da alva o praticam, porque está no poder da sua mão! |
2|2|E cobiçam campos, e roubam-nos, cobiçam casas, e arrebatam-nas; assim fazem violência a um homem e à sua casa, a uma pessoa e à sua herança. |
2|3|Portanto, assim diz o SENHOR: Eis que projeto um mal contra esta família, do qual não tirareis os vossos pescoços, e não andareis tão altivos, porque o tempo será mau. |
2|4|Naquele dia se levantará sobre vós um provérbio, e se lamentará pranto lastimoso, dizendo: Nós estamos inteiramente desolados; a porção do meu povo ele a troca; como me despoja! Tira os nossos campos e os reparte! |
2|5|Portanto, não terás tu na congregação do SENHOR quem lance o cordel pela sorte. |
2|6|Não profetizeis aos que profetizam; eles não profetizarão para eles, pois não se apartará a sua vergonha. |
2|7|Ó vós que sois chamados casa de Jacó, porventura encurtou-se o Espírito do SENHOR? São estas as suas obras? E não é assim que fazem bem as minhas palavras ao que anda retamente? |
2|8|Mas ontem, se levantou o meu povo como inimigo; de sobre a vestidura tirastes a capa daqueles que passavam seguros, como homens que voltavam da guerra. |
2|9|Lançastes fora as mulheres do meu povo, da casa das suas delícias; das suas crianças tirastes para sempre a minha glória. |
2|10|Levantai-vos, e ide-vos, porque este não é lugar de descanso; por causa da imundícia que traz destruição, sim, destruição enorme. |
2|11|Se houver alguém que, andando com espírito de falsidade, mentir, dizendo: Eu te profetizarei sobre o vinho e a bebida forte; será esse tal o profeta deste povo. |
2|12|Certamente te ajuntarei todo, ó Jacó; certamente congregarei o restante de Israel; pô-los-ei todos juntos, como ovelhas de Bozra; como o rebanho no meio do seu pasto, farão estrondo por causa da multidão dos homens. |
2|13|Subirá diante deles o que abrirá o caminho; eles romperão, e entrarão pela porta, e sairão por ela; e o rei irá adiante deles, e o SENHOR à testa deles. |
3|1|E DISSE eu: Ouvi, peço-vos, ó chefes de Jacó, e vós, príncipes da casa de Israel; não é a vós que pertence saber o juízo? |
3|2|A vós que odiais o bem, e amais o mal, que arrancais a pele de cima deles, e a carne de cima dos seus ossos. |
3|3|E que comeis a carne do meu povo, e lhes arrancais a pele, e lhes esmiuçais os ossos, e os repartis como para a panela e como carne dentro do caldeirão. |
3|4|Então clamarão ao SENHOR, mas não os ouvirá; antes esconderá deles a sua face naquele tempo, visto que eles fizeram mal nas suas obras. |
3|5|Assim diz o SENHOR acerca dos profetas que fazem errar o meu povo, que mordem com os seus dentes, e clamam paz; mas contra aquele que nada lhes dá na boca preparam guerra. |
3|6|Portanto, se vos fará noite sem visão, e tereis trevas sem adivinhação, e pôr-se-á o sol sobre os profetas, e o dia sobre eles se enegrecerá. |
3|7|E os videntes se envergonharão, e os adivinhadores se confundirão; sim, todos eles cobrirão os seus lábios, porque não haverá resposta de Deus. |
3|8|Mas eu estou cheio do poder do Espírito do SENHOR, e de juízo e de força, para anunciar a Jacó a sua transgressão e a Israel o seu pecado. |
3|9|Ouvi agora isto, vós, chefes da casa de Jacó, e príncipes da casa de Israel, que abominais o juízo e perverteis tudo o que é direito, |
3|10|Edificando a Sião com sangue, e a Jerusalém com iniqüidade. |
3|11|Os seus chefes dão as sentenças por suborno, e os seus sacerdotes ensinam por interesse, e os seus profetas adivinham por dinheiro; e ainda se encostam ao SENHOR, dizendo: Não está o SENHOR no meio de nós? Nenhum mal nos sobrevirá. |
3|12|Portanto, por causa de vós, Sião será lavrada como um campo, e Jerusalém se tornará em montões de pedras, e o monte desta casa como os altos de um bosque. |
4|1|MAS nos últimos dias acontecerá que o monte da casa do SENHOR será estabelecido no cume dos montes, e se elevará sobre os outeiros, e a ele afluirão os povos. |
4|2|E irão muitas nações, e dirão: Vinde, e subamos ao monte do SENHOR, e à casa do Deus de Jacó, para que nos ensine os seus caminhos, e andemos pelas suas veredas; porque de Sião sairá a lei, e de Jerusalém a palavra do SENHOR. |
4|3|E julgará entre muitos povos, e castigará nações poderosas e longínquas, e converterão as suas espadas em pás, e as suas lanças em foices; uma nação não levantará a espada contra outra nação, nem aprenderão mais a guerra. |
4|4|Mas assentar-se-á cada um debaixo da sua videira, e debaixo da sua figueira, e não haverá quem os espante, porque a boca do SENHOR dos Exércitos o disse. |
4|5|Porque todos os povos andam, cada um em nome do seu deus; mas nós andaremos em nome do SENHOR nosso Deus, para todo o sempre. |
4|6|Naquele dia, diz o SENHOR, congregarei a que coxeava, e recolherei a que tinha sido expulsa, e a que eu tinha maltratado. |
4|7|E da que coxeava farei um remanescente, e da que tinha sido arrojada para longe, uma nação poderosa; e o SENHOR reinará sobre eles no monte Sião, desde agora e para sempre. |
