1|1|PAULO, apóstolo de Jesus Cristo, pela vontade de Deus, aos santos que estão em Éfeso, e fiéis em Cristo Jesus: |
1|2|A vós graça, e paz da parte de Deus nosso Pai e do Senhor Jesus Cristo! |
1|3|Bendito o Deus e Pai de nosso Senhor Jesus Cristo, o qual nos abençoou com todas as bênçãos espirituais nos lugares celestiais em Cristo; |
1|4|Como também nos elegeu nele antes da fundação do mundo, para que fôssemos santos e irrepreensíveis diante dele em amor; |
1|5|E nos predestinou para filhos de adoção por Jesus Cristo, para si mesmo, segundo o beneplácito de sua vontade, |
1|6|Para louvor e glória da sua graça, pela qual nos fez agradáveis a si no Amado, |
1|7|Em quem temos a redenção pelo seu sangue, a remissão das ofensas, segundo as riquezas da sua graça, |
1|8|Que ele fez abundar para conosco em toda a sabedoria e prudência; |
1|9|Descobrindo-nos o mistério da sua vontade, segundo o seu beneplácito, que propusera em si mesmo, |
1|10|De tornar a congregar em Cristo todas as coisas, na dispensação da plenitude dos tempos, tanto as que estão nos céus como as que estão na terra; |
1|11|Nele, digo, em quem também fomos feitos herança, havendo sido predestinados, conforme o propósito daquele que faz todas as coisas, segundo o conselho da sua vontade; |
1|12|Com o fim de sermos para louvor da sua glória, nós os que primeiro esperamos em Cristo; |
1|13|Em quem também vós estais, depois que ouvistes a palavra da verdade, o evangelho da vossa salvação; e, tendo nele também crido, fostes selados com o Espírito Santo da promessa. |
1|14|O qual é o penhor da nossa herança, para redenção da possessão adquirida, para louvor da sua glória. |
1|15|Por isso, ouvindo eu também a fé que entre vós há no Senhor Jesus, e o vosso amor para com todos os santos, |
1|16|Não cesso de dar graças a Deus por vós, lembrando-me de vós nas minhas orações: |
1|17|Para que o Deus de nosso Senhor Jesus Cristo, o Pai da glória, vos dê em seu conhecimento o espírito de sabedoria e de revelação; |
1|18|Tendo iluminados os olhos do vosso entendimento, para que saibais qual seja a esperança da sua vocação, e quais as riquezas da glória da sua herança nos santos; |
1|19|E qual a sobreexcelente grandeza do seu poder sobre nós, os que cremos, segundo a operação da força do seu poder, |
1|20|Que manifestou em Cristo, ressuscitando-o dentre os mortos, e pondo-o à sua direita nos céus. |
1|21|Acima de todo o principado, e poder, e potestade, e domínio, e de todo o nome que se nomeia, não só neste século, mas também no vindouro; |
1|22|E sujeitou todas as coisas a seus pés, e sobre todas as coisas o constituiu como cabeça da igreja, |
1|23|Que é o seu corpo, a plenitude daquele que cumpre tudo em todos. |
2|1|E VOS vivificou, estando vós mortos em ofensas e pecados, |
2|2|Em que noutro tempo andastes segundo o curso deste mundo, segundo o príncipe das potestades do ar, do espírito que agora opera nos filhos da desobediência. |
2|3|Entre os quais todos nós também antes andávamos nos desejos da nossa carne, fazendo a vontade da carne e dos pensamentos; e éramos por natureza filhos da ira, como os outros também. |
2|4|Mas Deus, que é riquíssimo em misericórdia, pelo seu muito amor com que nos amou, |
2|5|Estando nós ainda mortos em nossas ofensas, nos vivificou juntamente com Cristo (pela graça sois salvos), |
2|6|E nos ressuscitou juntamente com ele e nos fez assentar nos lugares celestiais, em Cristo Jesus; |
2|7|Para mostrar nos séculos vindouros as abundantes riquezas da sua graça pela sua benignidade para conosco em Cristo Jesus. |
2|8|Porque pela graça sois salvos, por meio da fé; e isto não vem de vós, é dom de Deus. |
2|9|Não vem das obras, para que ninguém se glorie; |
2|10|Porque somos feitura sua, criados em Cristo Jesus para as boas obras, as quais Deus preparou para que andássemos nelas. |
2|11|Portanto, lembrai-vos de que vós noutro tempo éreis gentios na carne, e chamados incircuncisão pelos que na carne se chamam circuncisão feita pela mão dos homens; |
2|12|Que naquele tempo estáveis sem Cristo, separados da comunidade de Israel, e estranhos às alianças da promessa, não tendo esperança, e sem Deus no mundo. |
2|13|Mas agora em Cristo Jesus, vós, que antes estáveis longe, já pelo sangue de Cristo chegastes perto. |
2|14|Porque ele é a nossa paz, o qual de ambos os povos fez um; e, derrubando a parede de separação que estava no meio, |
2|15|Na sua carne desfez a inimizade, isto é, a lei dos mandamentos, que consistia em ordenanças, para criar em si mesmo dos dois um novo homem, fazendo a paz, |
2|16|E pela cruz reconciliar ambos com Deus em um corpo, matando com ela as inimizades. |
2|17|E, vindo, ele evangelizou a paz, a vós que estáveis longe, e aos que estavam perto; |
2|18|Porque por ele ambos temos acesso ao Pai em um mesmo Espírito. |
2|19|Assim que já não sois estrangeiros, nem forasteiros, mas concidadãos dos santos, e da família de Deus; |
2|20|Edificados sobre o fundamento dos apóstolos e dos profetas, de que Jesus Cristo é a principal pedra da esquina; |
2|21|No qual todo o edifício, bem ajustado, cresce para templo santo no Senhor. |
2|22|No qual também vós juntamente sois edificados para morada de Deus em Espírito. |
