1|1|PAULO, apóstolo de Jesus Cristo, pela vontade de Deus, e o irmão Timóteo, |
1|2|Aos santos e irmãos fiéis em Cristo, que estão em Colossos: Graça a vós, e paz da parte de Deus nosso Pai e do Senhor Jesus Cristo. |
1|3|Graças damos a Deus, Pai de nosso Senhor Jesus Cristo, orando sempre por vós, |
1|4|Porquanto ouvimos da vossa fé em Cristo Jesus, e do amor que tendes para com todos os santos; |
1|5|Por causa da esperança que vos está reservada nos céus, da qual já antes ouvistes pela palavra da verdade do evangelho, |
1|6|Que já chegou a vós, como também está em todo o mundo; e já vai frutificando, como também entre vós, desde o dia em que ouvistes e conhecestes a graça de Deus em verdade; |
1|7|Como aprendestes de Epafras, nosso amado conservo, que para vós é um fiel ministro de Cristo, |
1|8|O qual nos declarou também o vosso amor no Espírito. |
1|9|Por esta razão, nós também, desde o dia em que o ouvimos, não cessamos de orar por vós, e de pedir que sejais cheios do conhecimento da sua vontade, em toda a sabedoria e inteligência espiritual; |
1|10|Para que possais andar dignamente diante do Senhor, agradando-lhe em tudo, frutificando em toda a boa obra, e crescendo no conhecimento de Deus; |
1|11|Corroborados em toda a fortaleza, segundo a força da sua glória, em toda a paciência, e longanimidade com gozo; |
1|12|Dando graças ao Pai que nos fez idôneos para participar da herança dos santos na luz; |
1|13|O qual nos tirou da potestade das trevas, e nos transportou para o reino do Filho do seu amor; |
1|14|Em quem temos a redenção pelo seu sangue, a saber, a remissão dos pecados; |
1|15|O qual é imagem do Deus invisível, o primogênito de toda a criação; |
1|16|Porque nele foram criadas todas as coisas que há nos céus e na terra, visíveis e invisíveis, sejam tronos, sejam dominações, sejam principados, sejam potestades. Tudo foi criado por ele e para ele. |
1|17|E ele é antes de todas as coisas, e todas as coisas subsistem por ele. |
1|18|E ele é a cabeça do corpo, da igreja; é o princípio e o primogênito dentre os mortos, para que em tudo tenha a preeminência. |
1|19|Porque foi do agrado do Pai que toda a plenitude nele habitasse, |
1|20|E que, havendo por ele feito a paz pelo sangue da sua cruz, por meio dele reconciliasse consigo mesmo todas as coisas, tanto as que estão na terra, como as que estão nos céus. |
1|21|A vós também, que noutro tempo éreis estranhos, e inimigos no entendimento pelas vossas obras más, agora contudo vos reconciliou |
1|22|No corpo da sua carne, pela morte, para perante ele vos apresentar santos, e irrepreensíveis, e inculpáveis, |
1|23|Se, na verdade, permanecerdes fundados e firmes na fé, e não vos moverdes da esperança do evangelho que tendes ouvido, o qual foi pregado a toda criatura que há debaixo do céu, e do qual eu, Paulo, estou feito ministro. |
1|24|Regozijo-me agora no que padeço por vós, e na minha carne cumpro o resto das aflições de Cristo, pelo seu corpo, que é a igreja; |
1|25|Da qual eu estou feito ministro segundo a dispensação de Deus, que me foi concedida para convosco, para cumprir a palavra de Deus; |
1|26|O mistério que esteve oculto desde todos os séculos, e em todas as gerações, e que agora foi manifesto aos seus santos; |
1|27|Aos quais Deus quis fazer conhecer quais são as riquezas da glória deste mistério entre os gentios, que é Cristo em vós, esperança da glória; |
1|28|A quem anunciamos, admoestando a todo o homem, e ensinando a todo o homem em toda a sabedoria; para que apresentemos todo o homem perfeito em Jesus Cristo; |
1|29|E para isto também trabalho, combatendo segundo a sua eficácia, que opera em mim poderosamente. |
2|1|PORQUE quero que saibais quão grande combate tenho por vós, e pelos que estão em Laodicéia, e por quantos não viram o meu rosto em carne; |
2|2|Para que os seus corações sejam consolados, e estejam unidos em amor, e enriquecidos da plenitude da inteligência, para conhecimento do mistério de Deus e Pai, e de Cristo, |
2|3|Em quem estão escondidos todos os tesouros da sabedoria e da ciência. |
2|4|E digo isto, para que ninguém vos engane com palavras persuasivas. |
2|5|Porque, ainda que esteja ausente quanto ao corpo, contudo, em espírito estou convosco, regozijando-me e vendo a vossa ordem e a firmeza da vossa fé em Cristo. |
2|6|Como, pois, recebestes o Senhor Jesus Cristo, assim também andai nele, |
2|7|Arraigados e edificados nele, e confirmados na fé, assim como fostes ensinados, nela abundando em ação de graças. |
2|8|Tende cuidado, para que ninguém vos faça presa sua, por meio de filosofias e vãs sutilezas, segundo a tradição dos homens, segundo os rudimentos do mundo, e não segundo Cristo; |
2|9|Porque nele habita corporalmente toda a plenitude da divindade; |
2|10|E estais perfeitos nele, que é a cabeça de todo o principado e potestade; |
2|11|No qual também estais circuncidados com a circuncisão não feita por mão no despojo do corpo dos pecados da carne, a circuncisão de Cristo; |
2|12|Sepultados com ele no batismo, nele também ressuscitastes pela fé no poder de Deus, que o ressuscitou dentre os mortos. |
2|13|E, quando vós estáveis mortos nos pecados, e na incircuncisão da vossa carne, vos vivificou juntamente com ele, perdoando-vos todas as ofensas, |
2|14|Havendo riscado a cédula que era contra nós nas suas ordenanças, a qual de alguma maneira nos era contrária, e a tirou do meio de nós, cravando-a na cruz. |
2|15|E, despojando os principados e potestades, os expôs publicamente e deles triunfou em si mesmo. |
2|16|Portanto, ninguém vos julgue pelo comer, ou pelo beber, ou por causa dos dias de festa, ou da lua nova, ou dos sábados, |
2|17|Que são sombras das coisas futuras, mas o corpo é de Cristo. |
2|18|Ninguém vos domine a seu bel-prazer com pretexto de humildade e culto dos anjos, envolvendo-se em coisas que não viu; estando debalde inchado na sua carnal compreensão, |
2|19|E não ligado à cabeça, da qual todo o corpo, provido e organizado pelas juntas e ligaduras, vai crescendo em aumento de Deus. |
2|20|Se, pois, estais mortos com Cristo quanto aos rudimentos do mundo, por que vos carregam ainda de ordenanças, como se vivêsseis no mundo, tais como: |
2|21|Não toques, não proves, não manuseies? |
2|22|As quais coisas todas perecem pelo uso, segundo os preceitos e doutrinas dos homens; |
2|23|As quais têm, na verdade, alguma aparência de sabedoria, em devoção voluntária, humildade, e em disciplina do corpo, mas não são de valor algum senão para a satisfação da carne. |
3|1|PORTANTO, se já ressuscitastes com Cristo, buscai as coisas que são de cima, onde Cristo está assentado à destra de Deus. |
3|2|Pensai nas coisas que são de cima, e não nas que são da terra; |
3|3|Porque já estais mortos, e a vossa vida está escondida com Cristo em Deus. |
3|4|Quando Cristo, que é a nossa vida, se manifestar, então também vós vos manifestareis com ele em glória. |
3|5|Mortificai, pois, os vossos membros, que estão sobre a terra: a prostituição, a impureza, a afeição desordenada, a vil concupiscência, e a avareza, que é idolatria; |
3|6|Pelas quais coisas vem a ira de Deus sobre os filhos da desobediência; |
3|7|Nas quais, também, em outro tempo andastes, quando vivíeis nelas. |
3|8|Mas agora, despojai-vos também de tudo: da ira, da cólera, da malícia, da maledicência, das palavras torpes da vossa boca. |
3|9|Não mintais uns aos outros, pois que já vos despistes do velho homem com os seus feitos, |
3|10|E vos vestistes do novo, que se renova para o conhecimento, segundo a imagem daquele que o criou; |
3|11|Onde não há grego, nem judeu, circuncisão, nem incircuncisão, bárbaro, cita, servo ou livre; mas Cristo é tudo em todos. |
3|12|Revesti-vos, pois, como eleitos de Deus, santos e amados, de entranhas de misericórdia, de benignidade, humildade, mansidão, longanimidade; |
3|13|Suportando-vos uns aos outros, e perdoando-vos uns aos outros, se alguém tiver queixa contra outro; assim como Cristo vos perdoou, assim fazei vós também. |
3|14|E, sobre tudo isto, revesti-vos de amor, que é o vínculo da perfeição. |
3|15|E a paz de Deus, para a qual também fostes chamados em um corpo, domine em vossos corações; e sede agradecidos. |
3|16|A palavra de Cristo habite em vós abundantemente, em toda a sabedoria, ensinando-vos e admoestando-vos uns aos outros, com salmos, hinos e cânticos espirituais, cantando ao SENHOR com graça em vosso coração. |
3|17|E, quanto fizerdes por palavras ou por obras, fazei tudo em nome do Senhor Jesus, dando por ele graças a Deus Pai. |
3|18|Vós, mulheres, estai sujeitas a vossos próprios maridos, como convém no Senhor. |
3|19|Vós, maridos, amai a vossas mulheres, e não vos irriteis contra elas. |
3|20|Vós, filhos, obedecei em tudo a vossos pais, porque isto é agradável ao Senhor. |
3|21|Vós, pais, não irriteis a vossos filhos, para que não percam o ânimo. |
